execution_id,campaign_id,hardware_epoch,result_id,placement,replica,case_id,variant_id,workload_id,workload_family,implementation_id,simulator_name,simulator_version,simulator_display_version,adapter,mode,batch_enabled,batch_size_effective,shots_per_call,cpu_model,instance_type,image_id,boot_id,status,error_phase,error_type,error_message,setup_seconds,sample_count,median_attempted_shots_per_second,mad_attempted_shots_per_second,min_attempted_shots_per_second,max_attempted_shots_per_second,total_attempted_shots,total_duration_seconds
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,1,1,distillation-color-code-85q-p5e-2--clifft-current,clifft-current,distillation-color-code-85q-p5e-2,magic-state-distillation,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,clifft,throughput,true,2048,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,47256bd2-ef34-4218-9e6c-eda2fd92f35a,success,,,,15.63379625499988,5,1872852.1833115304,69.03770903684199,1872783.1456024935,1873069.981130117,281000000,150.03347737499485
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,1,1,surface-code-d7-r7-p1e-3--clifft-current,clifft-current,surface-code-d7-r7-p1e-3,surface-code-memory,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,clifft,throughput,true,2048,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,47256bd2-ef34-4218-9e6c-eda2fd92f35a,success,,,,15.79288657799998,5,4159830.861139543,470.1723012216389,4158496.15818261,4160301.0334407645,624200000,150.0635167499986
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,1,1,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-current,clifft-current,coherent-surface-d3-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,clifft,throughput,true,2048,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,47256bd2-ef34-4218-9e6c-eda2fd92f35a,success,,,,15.332693599999857,5,5895765.176066628,265.01551721803844,5895200.055259434,5896030.191583846,884500000,150.02541977801184
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,1,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-current,clifft-current,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,47256bd2-ef34-4218-9e6c-eda2fd92f35a,success,,,,16.278869622000002,5,1046723.8268553594,58.18623651820235,1046597.7866473575,1046923.4612325244,157400000,150.3710285039897
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,1,1,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-current,clifft-current,coherent-surface-d5-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,clifft,throughput,false,1,10000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,47256bd2-ef34-4218-9e6c-eda2fd92f35a,success,,,,12.24164582200001,5,69167.66785312565,2.2118390857358463,69157.26472121064,69173.0244571809,10400000,150.36131835399055
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,1,1,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-current,clifft-current,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.10.0rc1,Clifft,0.10.0rc1,0.10.0,clifft,throughput,false,1,1,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,47256bd2-ef34-4218-9e6c-eda2fd92f35a,success,,,,3.066029370000251,5,5880.461914252133,2.3957213590065294,5878.066192893127,5884.17456268313,882165,150.00030551543568
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,1,1,msc-d3-inject-cultivate-p1e-3--symft-current,symft-current,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,symft-0.1.1-c89b985,SymFT,0.1.1,0.1.1,symft,throughput,true,256,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,47256bd2-ef34-4218-9e6c-eda2fd92f35a,success,,,,15.642793227999846,5,2774442.6219492853,101.39507731422782,2692634.1724701677,2774677.5894622416,414000000,150.10061403399686
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,1,1,msc-d5-inject-cultivate-p1e-3--symft-current,symft-current,msc-d5-inject-cultivate-p1e-3,magic-state-cultivation,symft-0.1.1-c89b985,SymFT,0.1.1,0.1.1,symft,throughput,true,32,20000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,47256bd2-ef34-4218-9e6c-eda2fd92f35a,success,,,,17.40440684799978,5,170155.67256907828,86.74522258678917,170053.62219662947,170284.45745767702,25600000,150.4597585899969
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,1,1,distillation-color-code-85q-p5e-2--symft-current,symft-current,distillation-color-code-85q-p5e-2,magic-state-distillation,symft-0.1.1-c89b985,SymFT,0.1.1,0.1.1,symft,throughput,true,1024,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,47256bd2-ef34-4218-9e6c-eda2fd92f35a,success,,,,16.43531709700028,5,1824544.59249232,49.74402129254304,1823261.3162734439,1824594.3365136127,273900000,150.15592941001978
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,1,1,surface-code-d7-r7-p1e-3--symft-current,symft-current,surface-code-d7-r7-p1e-3,surface-code-memory,symft-0.1.1-c89b985,SymFT,0.1.1,0.1.1,symft,throughput,true,2048,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,47256bd2-ef34-4218-9e6c-eda2fd92f35a,success,,,,17.54101420300003,5,3612416.807196877,71.56901172967628,3611179.499127698,3612768.252664093,542000000,150.04557204798766
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,1,1,coherent-surface-d3-r1-p1e-3-rz2e-2--symft-current,symft-current,coherent-surface-d3-r1-p1e-3-rz2e-2,coherent-noise-surface-code,symft-0.1.1-c89b985,SymFT,0.1.1,0.1.1,symft,throughput,true,256,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,47256bd2-ef34-4218-9e6c-eda2fd92f35a,success,,,,15.698610959000234,5,2649469.7787461565,49.67870416259393,2649303.4332188554,2649778.930975679,397500000,150.0280466950171
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,1,1,coherent-surface-d3-r3-p1e-3-rz2e-2--symft-current,symft-current,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,symft-0.1.1-c89b985,SymFT,0.1.1,0.1.1,symft,throughput,true,32,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,47256bd2-ef34-4218-9e6c-eda2fd92f35a,success,,,,17.089305186000274,5,563232.6276962779,92.56658321490977,563069.4129020937,563626.8142254557,84600000,150.19025025199107
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,1,1,coherent-surface-d5-r1-p1e-3-rz2e-2--symft-current,symft-current,coherent-surface-d5-r1-p1e-3-rz2e-2,coherent-noise-surface-code,symft-0.1.1-c89b985,SymFT,0.1.1,0.1.1,symft,throughput,false,1,10000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,47256bd2-ef34-4218-9e6c-eda2fd92f35a,success,,,,22.232708957999876,5,33957.59418085805,3.682883910507371,33946.1610265173,33961.37698026895,5100000,150.19467847700298
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,1,1,coherent-surface-d5-r5-p1e-3-rz2e-2--symft-current,symft-current,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-noise-surface-code,symft-0.1.1-c89b985,SymFT,0.1.1,0.1.1,symft,throughput,false,1,1,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,47256bd2-ef34-4218-9e6c-eda2fd92f35a,success,,,,3.1364545060000637,5,64.04166230619204,0.5138678680984938,62.6959969065684,65.19209759430747,9600,150.02464645801865
release-v1-20260909-130000,release-v1,aws-m7a-xlarge-ubuntu2404-v1,e4b54eca-4cd6-44ad-bab3-ea31e296f6a3,1,1,surface-code-d7-r7-p1e-3--stim-current,stim-current,surface-code-d7-r7-p1e-3,surface-code-memory,stim-1.16.0,Stim,1.16.0,1.16.0,stim,throughput,true,4096,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,47256bd2-ef34-4218-9e6c-eda2fd92f35a,success,,,,19.58951510399993,5,1116744.1636966735,130.22490647481754,1115329.1779693558,1117472.01149492,167800000,150.27664076900464
