execution_id,campaign_id,hardware_epoch,placement,replica,comparison_id,workload_id,baseline_run_id,baseline_result_id,baseline_case_id,baseline_implementation_id,baseline_mode,baseline_batch_enabled,baseline_batch_size_effective,baseline_shots_per_call,candidate_run_id,candidate_result_id,candidate_case_id,candidate_implementation_id,candidate_mode,candidate_batch_enabled,candidate_batch_size_effective,candidate_shots_per_call,statistic,baseline_rate,candidate_rate,ratio_candidate_over_baseline,symmetric_delta_percent
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d5-r1-p1e-3-rz2e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,10000,clifft-0.3.0,d824ce96-d2c0-42ae-b942-4ca8e2d665ee,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.3.0,clifft-0.3.0,throughput,false,1,10000,result-sample-median,9261.89247703644,9232.823179102192,0.9968614083993826,0.3143524720759797
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d5-r5-p1e-3-rz2e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,1,clifft-0.3.0,d824ce96-d2c0-42ae-b942-4ca8e2d665ee,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.3.0,clifft-0.3.0,throughput,false,1,1,result-sample-median,0.38880043349842514,0.38578860813214666,0.9922535442175872,0.7776576234381892
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,distillation-color-code-85q-p5e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,distillation-color-code-85q-p5e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.3.0,d824ce96-d2c0-42ae-b942-4ca8e2d665ee,distillation-color-code-85q-p5e-2--clifft-0.3.0,clifft-0.3.0,throughput,false,1,100000,result-sample-median,100778.58089553252,102233.7831802681,1.0144395988890145,1.433609515716236
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,msc-d3-inject-cultivate-p1e-3,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,msc-d3-inject-cultivate-p1e-3--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.3.0,d824ce96-d2c0-42ae-b942-4ca8e2d665ee,msc-d3-inject-cultivate-p1e-3--clifft-0.3.0,clifft-0.3.0,throughput,false,1,100000,result-sample-median,883161.3211191765,866185.2070511484,0.9807780145460682,1.940852060430096
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,msc-d5-inject-cultivate-p1e-3,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,msc-d5-inject-cultivate-p1e-3--clifft-0.1.0,clifft-0.1.0,throughput,false,1,20000,clifft-0.3.0,d824ce96-d2c0-42ae-b942-4ca8e2d665ee,msc-d5-inject-cultivate-p1e-3--clifft-0.3.0,clifft-0.3.0,throughput,false,1,20000,result-sample-median,80974.11081114352,79524.57463301076,0.9820987700437549,1.8062904055835647
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,surface-code-d7-r7-p1e-3,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,surface-code-d7-r7-p1e-3--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.3.0,d824ce96-d2c0-42ae-b942-4ca8e2d665ee,surface-code-d7-r7-p1e-3--clifft-0.3.0,clifft-0.3.0,throughput,false,1,100000,result-sample-median,394307.63348598353,385337.681668819,0.9772513868477177,2.3010339811721994
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d3-r1-p1e-3-rz2e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.4.1,e16f5ce4-66de-4c13-8207-f12bacfbef9b,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.4.1,clifft-0.4.1,throughput,false,1,100000,result-sample-median,1205833.2739910637,1088143.5053077617,0.9023996341602246,10.260763730945431
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d3-r3-p1e-3-rz2e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.4.1,e16f5ce4-66de-4c13-8207-f12bacfbef9b,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.4.1,clifft-0.4.1,throughput,false,1,100000,result-sample-median,162199.10296402505,150311.5394215106,0.926710053722362,7.607781579386408
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d5-r1-p1e-3-rz2e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,10000,clifft-0.4.1,e16f5ce4-66de-4c13-8207-f12bacfbef9b,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.4.1,clifft-0.4.1,throughput,false,1,10000,result-sample-median,9261.89247703644,9131.830806359701,0.9859573331261179,1.4141962306690061
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d5-r5-p1e-3-rz2e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,1,clifft-0.4.1,e16f5ce4-66de-4c13-8207-f12bacfbef9b,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.4.1,clifft-0.4.1,throughput,false,1,1,result-sample-median,0.38880043349842514,0.39300729338494206,1.0108201008128093,1.076187850761551
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,distillation-color-code-85q-p5e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,distillation-color-code-85q-p5e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.4.1,e16f5ce4-66de-4c13-8207-f12bacfbef9b,distillation-color-code-85q-p5e-2--clifft-0.4.1,clifft-0.4.1,throughput,false,1,100000,result-sample-median,100778.58089553252,91581.74724502454,0.908742179451391,9.562089792015621
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,msc-d3-inject-cultivate-p1e-3,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,msc-d3-inject-cultivate-p1e-3--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.4.1,e16f5ce4-66de-4c13-8207-f12bacfbef9b,msc-d3-inject-cultivate-p1e-3--clifft-0.4.1,clifft-0.4.1,throughput,false,1,100000,result-sample-median,883161.3211191765,758614.5801987561,0.858976227850887,15.172197474751664
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,msc-d5-inject-cultivate-p1e-3,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,msc-d5-inject-cultivate-p1e-3--clifft-0.1.0,clifft-0.1.0,throughput,false,1,20000,clifft-0.4.1,e16f5ce4-66de-4c13-8207-f12bacfbef9b,msc-d5-inject-cultivate-p1e-3--clifft-0.4.1,clifft-0.4.1,throughput,false,1,20000,result-sample-median,80974.11081114352,72892.33035653844,0.9001930323945851,10.50492933127327
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,surface-code-d7-r7-p1e-3,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,surface-code-d7-r7-p1e-3--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.4.1,e16f5ce4-66de-4c13-8207-f12bacfbef9b,surface-code-d7-r7-p1e-3--clifft-0.4.1,clifft-0.4.1,throughput,false,1,100000,result-sample-median,394307.63348598353,292509.3440508366,0.7418302848079009,29.6434982723442
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d3-r1-p1e-3-rz2e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.5.0,8002e2ba-abe7-44c1-8ca8-012b5f4c8457,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.5.0,clifft-0.5.0,throughput,false,1,100000,result-sample-median,1205833.2739910637,1162023.9067159437,0.9636688021303974,3.700338654887889
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d3-r3-p1e-3-rz2e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.5.0,8002e2ba-abe7-44c1-8ca8-012b5f4c8457,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.5.0,clifft-0.5.0,throughput,false,1,100000,result-sample-median,162199.10296402505,159037.92353965013,0.9805104999558718,1.968128928835513
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d5-r1-p1e-3-rz2e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,10000,clifft-0.5.0,8002e2ba-abe7-44c1-8ca8-012b5f4c8457,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.5.0,clifft-0.5.0,throughput,false,1,10000,result-sample-median,9261.89247703644,9236.454899396484,0.9972535226787588,0.27502540764655936
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d5-r5-p1e-3-rz2e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,1,clifft-0.5.0,8002e2ba-abe7-44c1-8ca8-012b5f4c8457,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.5.0,clifft-0.5.0,throughput,false,1,1,result-sample-median,0.38880043349842514,0.39556657385853516,1.017402604979702,1.725248588134662
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,distillation-color-code-85q-p5e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,distillation-color-code-85q-p5e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.5.0,8002e2ba-abe7-44c1-8ca8-012b5f4c8457,distillation-color-code-85q-p5e-2--clifft-0.5.0,clifft-0.5.0,throughput,false,1,100000,result-sample-median,100778.58089553252,102513.90215141595,1.0172191475655157,1.7072163514109657
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,msc-d3-inject-cultivate-p1e-3,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,msc-d3-inject-cultivate-p1e-3--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.5.0,8002e2ba-abe7-44c1-8ca8-012b5f4c8457,msc-d3-inject-cultivate-p1e-3--clifft-0.5.0,clifft-0.5.0,throughput,false,1,100000,result-sample-median,883161.3211191765,812389.0679445424,0.9198648633242353,8.347997633230404
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,msc-d5-inject-cultivate-p1e-3,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,msc-d5-inject-cultivate-p1e-3--clifft-0.1.0,clifft-0.1.0,throughput,false,1,20000,clifft-0.5.0,8002e2ba-abe7-44c1-8ca8-012b5f4c8457,msc-d5-inject-cultivate-p1e-3--clifft-0.5.0,clifft-0.5.0,throughput,false,1,20000,result-sample-median,80974.11081114352,78312.54819026799,0.9671306965372783,3.3418525287192344
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,surface-code-d7-r7-p1e-3,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,surface-code-d7-r7-p1e-3--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.5.0,8002e2ba-abe7-44c1-8ca8-012b5f4c8457,surface-code-d7-r7-p1e-3--clifft-0.5.0,clifft-0.5.0,throughput,false,1,100000,result-sample-median,394307.63348598353,321700.80932842003,0.8158624941757704,20.2809966519861
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d3-r1-p1e-3-rz2e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.6.0,a2c9ee06-210f-48a5-9a5d-0ebcef1419e3,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.6.0,clifft-0.6.0,throughput,false,1,100000,result-sample-median,1205833.2739910637,1121677.833688019,0.9302097212622876,7.231367448721793
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d3-r3-p1e-3-rz2e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.6.0,a2c9ee06-210f-48a5-9a5d-0ebcef1419e3,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.6.0,clifft-0.6.0,throughput,false,1,100000,result-sample-median,162199.10296402505,159634.8515916658,0.9841907179170529,1.5935244470393708
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d5-r1-p1e-3-rz2e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,10000,clifft-0.6.0,a2c9ee06-210f-48a5-9a5d-0ebcef1419e3,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.6.0,clifft-0.6.0,throughput,false,1,10000,result-sample-median,9261.89247703644,9247.404758508146,0.9984357712460803,0.1565453117309214
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d5-r5-p1e-3-rz2e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,1,clifft-0.6.0,a2c9ee06-210f-48a5-9a5d-0ebcef1419e3,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.6.0,clifft-0.6.0,throughput,false,1,1,result-sample-median,0.38880043349842514,0.3961156742027323,1.018814898529008,1.8639547927566071
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,distillation-color-code-85q-p5e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,distillation-color-code-85q-p5e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.6.0,a2c9ee06-210f-48a5-9a5d-0ebcef1419e3,distillation-color-code-85q-p5e-2--clifft-0.6.0,clifft-0.6.0,throughput,false,1,100000,result-sample-median,100778.58089553252,103294.79718842344,1.0249677686521428,2.4659917099581214
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,msc-d3-inject-cultivate-p1e-3,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,msc-d3-inject-cultivate-p1e-3--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.6.0,a2c9ee06-210f-48a5-9a5d-0ebcef1419e3,msc-d3-inject-cultivate-p1e-3--clifft-0.6.0,clifft-0.6.0,throughput,false,1,100000,result-sample-median,883161.3211191765,819684.3570953335,0.9281252897903155,7.455398317761905
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,msc-d5-inject-cultivate-p1e-3,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,msc-d5-inject-cultivate-p1e-3--clifft-0.1.0,clifft-0.1.0,throughput,false,1,20000,clifft-0.6.0,a2c9ee06-210f-48a5-9a5d-0ebcef1419e3,msc-d5-inject-cultivate-p1e-3--clifft-0.6.0,clifft-0.6.0,throughput,false,1,20000,result-sample-median,80974.11081114352,78461.88368326583,0.9689749340534659,3.151392677474447
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,surface-code-d7-r7-p1e-3,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,surface-code-d7-r7-p1e-3--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.6.0,a2c9ee06-210f-48a5-9a5d-0ebcef1419e3,surface-code-d7-r7-p1e-3--clifft-0.6.0,clifft-0.6.0,throughput,false,1,100000,result-sample-median,394307.63348598353,336812.1084222702,0.8541861222533063,15.728073465407332
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d3-r1-p1e-3-rz2e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.7.0,5a86bac6-4649-4c12-9bc5-a9078c6db303,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.7.0,clifft-0.7.0,throughput,false,1,100000,result-sample-median,1205833.2739910637,1117068.8099904964,0.926387448484669,7.642548914366721
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d3-r3-p1e-3-rz2e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,100000,clifft-0.7.0,5a86bac6-4649-4c12-9bc5-a9078c6db303,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.7.0,clifft-0.7.0,throughput,false,1,100000,result-sample-median,162199.10296402505,157490.33174875582,0.970969190770965,2.945840996903595
clifft-history-v1-20260825-r1,clifft-history-v1,aws-m7a-xlarge-ubuntu2404-v1,1,1,release-history-vs-0.1.0,coherent-surface-d5-r1-p1e-3-rz2e-2,clifft-0.1.0,423b40f8-a709-42bb-b683-16b30b2be61e,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.1.0,clifft-0.1.0,throughput,false,1,10000,clifft-0.7.0,5a86bac6-4649-4c12-9bc5-a9078c6db303,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.7.0,clifft-0.7.0,throughput,false,1,10000,result-sample-median,9261.89247703644,9337.30002554817,1.008141699841441,0.8108690579040049
