case_id,simulator,qubits,seed,threads,status,execution_seconds,compile_seconds,sample_seconds,peak_rss_bytes,circuit_sha256,error_type,error_message
qiskit-q12-seed43-t16,qiskit,12,43,16,success,0.015922713000009026,0.0,0.0,176582656,f0ae2cfa714bd0cc67ce8a830e6f0f46f31eb8e7938a87f9093b376d53727606,,
qulacs-q12-seed43-t16,qulacs,12,43,16,success,0.00553469600004064,0.0,0.0,176582656,f0ae2cfa714bd0cc67ce8a830e6f0f46f31eb8e7938a87f9093b376d53727606,,
qsim-q12-seed43-t16,qsim,12,43,16,success,0.06023560100015857,0.0,0.0,210817024,f0ae2cfa714bd0cc67ce8a830e6f0f46f31eb8e7938a87f9093b376d53727606,,
qsim-q12-seed44-t16,qsim,12,44,16,success,0.0604099470001529,0.0,0.0,210636800,a970095771aad6404d4b236895f642767ddb661f85e77d1cfeca1d94cc5fd251,,
qulacs-q12-seed44-t16,qulacs,12,44,16,success,0.005501207999941471,0.0,0.0,176582656,a970095771aad6404d4b236895f642767ddb661f85e77d1cfeca1d94cc5fd251,,
qiskit-q12-seed44-t16,qiskit,12,44,16,success,0.015564820999998119,0.0,0.0,176582656,a970095771aad6404d4b236895f642767ddb661f85e77d1cfeca1d94cc5fd251,,
clifft-q12-seed44-t16,clifft,12,44,16,success,0.01252209400013271,0.012199653000152466,0.00032244099998024467,176582656,a970095771aad6404d4b236895f642767ddb661f85e77d1cfeca1d94cc5fd251,,
clifft-q14-seed42-t16,clifft,14,42,16,success,0.02389444999994339,0.022235981999983778,0.001658467999959612,176582656,a0b2d5c9005c95bf30bcd4736dff0599f82a22119d14209c3714639bc1e6ced5,,
qiskit-q14-seed42-t16,qiskit,14,42,16,success,0.04372238900009506,0.0,0.0,176582656,a0b2d5c9005c95bf30bcd4736dff0599f82a22119d14209c3714639bc1e6ced5,,
qulacs-q14-seed42-t16,qulacs,14,42,16,success,0.008145699999886347,0.0,0.0,176582656,a0b2d5c9005c95bf30bcd4736dff0599f82a22119d14209c3714639bc1e6ced5,,
qsim-q14-seed42-t16,qsim,14,42,16,success,0.08190621999983705,0.0,0.0,211705856,a0b2d5c9005c95bf30bcd4736dff0599f82a22119d14209c3714639bc1e6ced5,,
qsim-q14-seed43-t16,qsim,14,43,16,success,0.08406101499986107,0.0,0.0,211279872,ec26a3dc20d97907449fb4ad7c7cd34dff057178b18afec3c82392812ecabd9e,,
qulacs-q14-seed43-t16,qulacs,14,43,16,success,0.007723590000068725,0.0,0.0,176582656,ec26a3dc20d97907449fb4ad7c7cd34dff057178b18afec3c82392812ecabd9e,,
qiskit-q14-seed43-t16,qiskit,14,43,16,success,0.04248102199994719,0.0,0.0,176582656,ec26a3dc20d97907449fb4ad7c7cd34dff057178b18afec3c82392812ecabd9e,,
clifft-q14-seed43-t16,clifft,14,43,16,success,0.0231367000001228,0.021707821000063632,0.001428879000059169,176582656,ec26a3dc20d97907449fb4ad7c7cd34dff057178b18afec3c82392812ecabd9e,,
clifft-q14-seed44-t16,clifft,14,44,16,success,0.019186407999995936,0.01768663600000764,0.0014997719999882975,176582656,a6fb5df027060921316fb6c35c4fbd1628257e2cba5cb18ba3c54e7f9ccf5993,,
qiskit-q14-seed44-t16,qiskit,14,44,16,success,0.04598811100004241,0.0,0.0,176582656,a6fb5df027060921316fb6c35c4fbd1628257e2cba5cb18ba3c54e7f9ccf5993,,
qulacs-q14-seed44-t16,qulacs,14,44,16,success,0.0077486879999923985,0.0,0.0,176582656,a6fb5df027060921316fb6c35c4fbd1628257e2cba5cb18ba3c54e7f9ccf5993,,
qsim-q14-seed44-t16,qsim,14,44,16,success,0.08624041899997792,0.0,0.0,211505152,a6fb5df027060921316fb6c35c4fbd1628257e2cba5cb18ba3c54e7f9ccf5993,,
qsim-q16-seed42-t16,qsim,16,42,16,success,0.10682256299992332,0.0,0.0,212594688,9d35eba4aa6e7b6d538b2d4300d8c27fdf8be35e87c7461cc9e23b93a10ee350,,
qulacs-q16-seed42-t16,qulacs,16,42,16,success,0.02062430699993456,0.0,0.0,176582656,9d35eba4aa6e7b6d538b2d4300d8c27fdf8be35e87c7461cc9e23b93a10ee350,,
qiskit-q16-seed42-t16,qiskit,16,42,16,success,0.01887084500003766,0.0,0.0,176582656,9d35eba4aa6e7b6d538b2d4300d8c27fdf8be35e87c7461cc9e23b93a10ee350,,
clifft-q16-seed42-t16,clifft,16,42,16,success,0.03539149499965788,0.023387638999793126,0.012003855999864754,176582656,9d35eba4aa6e7b6d538b2d4300d8c27fdf8be35e87c7461cc9e23b93a10ee350,,
clifft-q16-seed43-t16,clifft,16,43,16,success,0.035355400999833364,0.023625420999906055,0.011729979999927309,176582656,cb40ed78827d7a099a40ae0ac549fca6ef448d38e604bc252ba349d62071ee41,,
qiskit-q16-seed43-t16,qiskit,16,43,16,success,0.02123569100012901,0.0,0.0,176582656,cb40ed78827d7a099a40ae0ac549fca6ef448d38e604bc252ba349d62071ee41,,
qulacs-q16-seed43-t16,qulacs,16,43,16,success,0.021793070999819975,0.0,0.0,176582656,cb40ed78827d7a099a40ae0ac549fca6ef448d38e604bc252ba349d62071ee41,,
qsim-q16-seed43-t16,qsim,16,43,16,success,0.107121903999996,0.0,0.0,212258816,cb40ed78827d7a099a40ae0ac549fca6ef448d38e604bc252ba349d62071ee41,,
qsim-q16-seed44-t16,qsim,16,44,16,success,0.10777997900004266,0.0,0.0,212365312,022c9229e1240db12c8cd689f9b4730b9cdafdbe5357a4ae68b45cd316ffe7eb,,
qulacs-q16-seed44-t16,qulacs,16,44,16,success,0.02108359799990467,0.0,0.0,176582656,022c9229e1240db12c8cd689f9b4730b9cdafdbe5357a4ae68b45cd316ffe7eb,,
qiskit-q16-seed44-t16,qiskit,16,44,16,success,0.020665601000018796,0.0,0.0,176582656,022c9229e1240db12c8cd689f9b4730b9cdafdbe5357a4ae68b45cd316ffe7eb,,
clifft-q16-seed44-t16,clifft,16,44,16,success,0.0425737499999741,0.02915109599985044,0.013422654000123657,176582656,022c9229e1240db12c8cd689f9b4730b9cdafdbe5357a4ae68b45cd316ffe7eb,,
clifft-q18-seed42-t16,clifft,18,42,16,success,0.03704211300009774,0.017580121000037252,0.01946199200006049,176582656,c821a895bfd408c345ae06bc24bfcce0cd6618aa1fe2322076b336d2abaa0416,,
qiskit-q18-seed42-t16,qiskit,18,42,16,success,0.03364230800002588,0.0,0.0,176582656,c821a895bfd408c345ae06bc24bfcce0cd6618aa1fe2322076b336d2abaa0416,,
qulacs-q18-seed42-t16,qulacs,18,42,16,success,0.06719775700003083,0.0,0.0,176582656,c821a895bfd408c345ae06bc24bfcce0cd6618aa1fe2322076b336d2abaa0416,,
qsim-q18-seed42-t16,qsim,18,42,16,success,0.13623510699994767,0.0,0.0,213315584,c821a895bfd408c345ae06bc24bfcce0cd6618aa1fe2322076b336d2abaa0416,,
qsim-q18-seed43-t16,qsim,18,43,16,success,0.13583335500015892,0.0,0.0,213225472,a723fafedcd5c722d1c9e67d6bd78b028d4a2dac5a5b1a2a41bd4e3d22225896,,
qulacs-q18-seed43-t16,qulacs,18,43,16,success,0.06789121500014517,0.0,0.0,176582656,a723fafedcd5c722d1c9e67d6bd78b028d4a2dac5a5b1a2a41bd4e3d22225896,,
qiskit-q18-seed43-t16,qiskit,18,43,16,success,0.033623902000044836,0.0,0.0,176582656,a723fafedcd5c722d1c9e67d6bd78b028d4a2dac5a5b1a2a41bd4e3d22225896,,
clifft-q18-seed43-t16,clifft,18,43,16,success,0.04259097999988626,0.0323686120000275,0.010222367999858761,176582656,a723fafedcd5c722d1c9e67d6bd78b028d4a2dac5a5b1a2a41bd4e3d22225896,,
clifft-q18-seed44-t16,clifft,18,44,16,success,0.0381479920001766,0.02789458300003389,0.01025340900014271,176582656,5a6faa2ecccef291423761159bb1811245926451ccb98899f7e33af3d92fd05a,,
qiskit-q18-seed44-t16,qiskit,18,44,16,success,0.03410239499999079,0.0,0.0,176582656,5a6faa2ecccef291423761159bb1811245926451ccb98899f7e33af3d92fd05a,,
qulacs-q18-seed44-t16,qulacs,18,44,16,success,0.06932838299985633,0.0,0.0,176582656,5a6faa2ecccef291423761159bb1811245926451ccb98899f7e33af3d92fd05a,,
qsim-q18-seed44-t16,qsim,18,44,16,success,0.13657020899995587,0.0,0.0,213626880,5a6faa2ecccef291423761159bb1811245926451ccb98899f7e33af3d92fd05a,,
qsim-q20-seed42-t16,qsim,20,42,16,success,0.17174920799993743,0.0,0.0,222396416,b543e59391cc36a34e8e731d39c093c5fad5f6c6743c89a1d921e9ad1b5f7e74,,
qulacs-q20-seed42-t16,qulacs,20,42,16,success,0.299297721999892,0.0,0.0,176582656,b543e59391cc36a34e8e731d39c093c5fad5f6c6743c89a1d921e9ad1b5f7e74,,
qiskit-q20-seed42-t16,qiskit,20,42,16,success,0.07834865099994204,0.0,0.0,176582656,b543e59391cc36a34e8e731d39c093c5fad5f6c6743c89a1d921e9ad1b5f7e74,,
clifft-q20-seed42-t16,clifft,20,42,16,success,0.056124715000123615,0.03420609299996613,0.021918622000157484,176582656,b543e59391cc36a34e8e731d39c093c5fad5f6c6743c89a1d921e9ad1b5f7e74,,
clifft-q20-seed43-t16,clifft,20,43,16,success,0.060174195999934454,0.03578300300000592,0.024391192999928535,176582656,b13b7623ef64bdc91dfd3ad29a3dc8d6b2464c7af64766dbbaabee5253288aaa,,
qiskit-q20-seed43-t16,qiskit,20,43,16,success,0.07984988099997281,0.0,0.0,176582656,b13b7623ef64bdc91dfd3ad29a3dc8d6b2464c7af64766dbbaabee5253288aaa,,
qulacs-q20-seed43-t16,qulacs,20,43,16,success,0.28613698599997406,0.0,0.0,176582656,b13b7623ef64bdc91dfd3ad29a3dc8d6b2464c7af64766dbbaabee5253288aaa,,
qsim-q20-seed43-t16,qsim,20,43,16,success,0.1746215680000205,0.0,0.0,222490624,b13b7623ef64bdc91dfd3ad29a3dc8d6b2464c7af64766dbbaabee5253288aaa,,
qsim-q20-seed44-t16,qsim,20,44,16,success,0.17166134499984764,0.0,0.0,222650368,6bcb66d57b636077672966fbf279b256a8e8c15d5ebf5002dd96d3ece8371331,,
qulacs-q20-seed44-t16,qulacs,20,44,16,success,0.28776062999986607,0.0,0.0,176582656,6bcb66d57b636077672966fbf279b256a8e8c15d5ebf5002dd96d3ece8371331,,
qiskit-q20-seed44-t16,qiskit,20,44,16,success,0.08044097300012254,0.0,0.0,176582656,6bcb66d57b636077672966fbf279b256a8e8c15d5ebf5002dd96d3ece8371331,,
clifft-q20-seed44-t16,clifft,20,44,16,success,0.05514242000003833,0.02951051400009419,0.025631905999944138,176582656,6bcb66d57b636077672966fbf279b256a8e8c15d5ebf5002dd96d3ece8371331,,
clifft-q22-seed42-t16,clifft,22,42,16,success,0.11980835600002138,0.0350413229998594,0.08476703300016197,176582656,286b385ba2b96cb8190c9a76120a8f8ce93782015c5c45e758e15c96da2c25ca,,
qiskit-q22-seed42-t16,qiskit,22,42,16,success,0.2860003369999049,0.0,0.0,211111936,286b385ba2b96cb8190c9a76120a8f8ce93782015c5c45e758e15c96da2c25ca,,
qulacs-q22-seed42-t16,qulacs,22,42,16,success,1.6275565819998974,0.0,0.0,176582656,286b385ba2b96cb8190c9a76120a8f8ce93782015c5c45e758e15c96da2c25ca,,
qsim-q22-seed42-t16,qsim,22,42,16,success,0.2249782899998536,0.0,0.0,249049088,286b385ba2b96cb8190c9a76120a8f8ce93782015c5c45e758e15c96da2c25ca,,
qsim-q22-seed43-t16,qsim,22,43,16,success,0.22585148600001048,0.0,0.0,249241600,1721b8c41932f4ca4c40d508aa7f81e799df8c3378a9c0f4ef394338bef36ccd,,
qulacs-q22-seed43-t16,qulacs,22,43,16,success,1.6197261439999693,0.0,0.0,176582656,1721b8c41932f4ca4c40d508aa7f81e799df8c3378a9c0f4ef394338bef36ccd,,
qiskit-q22-seed43-t16,qiskit,22,43,16,success,0.2889071580000291,0.0,0.0,206872576,1721b8c41932f4ca4c40d508aa7f81e799df8c3378a9c0f4ef394338bef36ccd,,
clifft-q22-seed43-t16,clifft,22,43,16,success,0.124027778999789,0.036408673999858365,0.08761910499993064,176582656,1721b8c41932f4ca4c40d508aa7f81e799df8c3378a9c0f4ef394338bef36ccd,,
clifft-q22-seed44-t16,clifft,22,44,16,success,0.11947854900017774,0.025124040000036985,0.09435450900014075,176582656,516dd186c7eabc9e43d1ff9e9ae638d2b4492b18886a58da0a028b27d52976b8,,
qiskit-q22-seed44-t16,qiskit,22,44,16,success,0.28827789299998585,0.0,0.0,206868480,516dd186c7eabc9e43d1ff9e9ae638d2b4492b18886a58da0a028b27d52976b8,,
qulacs-q22-seed44-t16,qulacs,22,44,16,success,1.6129674659998727,0.0,0.0,176582656,516dd186c7eabc9e43d1ff9e9ae638d2b4492b18886a58da0a028b27d52976b8,,
qsim-q22-seed44-t16,qsim,22,44,16,success,0.22650846300007288,0.0,0.0,249200640,516dd186c7eabc9e43d1ff9e9ae638d2b4492b18886a58da0a028b27d52976b8,,
qsim-q24-seed42-t16,qsim,24,42,16,success,0.3962246840001171,0.0,0.0,350924800,4e6857550ba9d5afc03233b3acfce55cbce07286a4fe26c1cdd6896e583ebdd6,,
qulacs-q24-seed42-t16,qulacs,24,42,16,success,13.246653229999993,0.0,0.0,567332864,4e6857550ba9d5afc03233b3acfce55cbce07286a4fe26c1cdd6896e583ebdd6,,
qiskit-q24-seed42-t16,qiskit,24,42,16,success,1.3217434380001123,0.0,0.0,421806080,4e6857550ba9d5afc03233b3acfce55cbce07286a4fe26c1cdd6896e583ebdd6,,
clifft-q24-seed42-t16,clifft,24,42,16,success,0.6897838410000077,0.036594549000028564,0.6531892919999791,333910016,4e6857550ba9d5afc03233b3acfce55cbce07286a4fe26c1cdd6896e583ebdd6,,
clifft-q24-seed43-t16,clifft,24,43,16,success,0.6231621630001882,0.03812433100006274,0.5850378320001255,335650816,51d502be3b42c15191706a2951f4793192dcd4ec7a5a540d00e86dceffe0adf6,,
qiskit-q24-seed43-t16,qiskit,24,43,16,success,1.2964332429999104,0.0,0.0,417488896,51d502be3b42c15191706a2951f4793192dcd4ec7a5a540d00e86dceffe0adf6,,
qulacs-q24-seed43-t16,qulacs,24,43,16,success,13.367475460999913,0.0,0.0,567345152,51d502be3b42c15191706a2951f4793192dcd4ec7a5a540d00e86dceffe0adf6,,
qsim-q24-seed43-t16,qsim,24,43,16,success,0.3958604980000473,0.0,0.0,351084544,51d502be3b42c15191706a2951f4793192dcd4ec7a5a540d00e86dceffe0adf6,,
qsim-q24-seed44-t16,qsim,24,44,16,success,0.3947190100000171,0.0,0.0,351121408,14e591b0a447d58fd2c9ef3445b8c88014ef2d07c3fc8dbbac48ae11d779e947,,
qulacs-q24-seed44-t16,qulacs,24,44,16,success,13.249435069000128,0.0,0.0,567402496,14e591b0a447d58fd2c9ef3445b8c88014ef2d07c3fc8dbbac48ae11d779e947,,
qiskit-q24-seed44-t16,qiskit,24,44,16,success,1.3005777429998489,0.0,0.0,419581952,14e591b0a447d58fd2c9ef3445b8c88014ef2d07c3fc8dbbac48ae11d779e947,,
clifft-q24-seed44-t16,clifft,24,44,16,success,0.6899899349998577,0.03017753399990397,0.6598124009999538,332595200,14e591b0a447d58fd2c9ef3445b8c88014ef2d07c3fc8dbbac48ae11d779e947,,
clifft-q26-seed42-t16,clifft,26,42,16,success,4.842854753999973,0.03800876100012829,4.804845992999844,1143025664,25a2cbc05e565b129118425ab66fc206c79a64aa02264be892a97e753920068e,,
qiskit-q26-seed42-t16,qiskit,26,42,16,success,6.229331210000055,0.0,0.0,1223897088,25a2cbc05e565b129118425ab66fc206c79a64aa02264be892a97e753920068e,,
qulacs-q26-seed42-t16,qulacs,26,42,16,success,77.85212017599997,0.0,0.0,2178490368,25a2cbc05e565b129118425ab66fc206c79a64aa02264be892a97e753920068e,,
qsim-q26-seed42-t16,qsim,26,42,16,success,2.3447016130000975,0.0,0.0,755236864,25a2cbc05e565b129118425ab66fc206c79a64aa02264be892a97e753920068e,,
qsim-q26-seed43-t16,qsim,26,43,16,success,2.229399376999936,0.0,0.0,755253248,cf3abd3a2c7cd97acd46da002cd4fcbacaff0713552c342b81fd86ab3abcea9a,,
qulacs-q26-seed43-t16,qulacs,26,43,16,success,79.9150649180001,0.0,0.0,2178441216,cf3abd3a2c7cd97acd46da002cd4fcbacaff0713552c342b81fd86ab3abcea9a,,
qiskit-q26-seed43-t16,qiskit,26,43,16,success,8.287850973999866,0.0,0.0,1223475200,cf3abd3a2c7cd97acd46da002cd4fcbacaff0713552c342b81fd86ab3abcea9a,,
clifft-q26-seed43-t16,clifft,26,43,16,success,5.6333463389999,0.03581118500005687,5.597535153999843,1141678080,cf3abd3a2c7cd97acd46da002cd4fcbacaff0713552c342b81fd86ab3abcea9a,,
clifft-q26-seed44-t16,clifft,26,44,16,success,5.628416685000047,0.03565146100004313,5.592765224000004,1141112832,9b9512289fb7ad4fb9bb418e3ddca1689621dbf3850086b5ad312cc75afb393b,,
qiskit-q26-seed44-t16,qiskit,26,44,16,success,8.584261067999932,0.0,0.0,1223524352,9b9512289fb7ad4fb9bb418e3ddca1689621dbf3850086b5ad312cc75afb393b,,
qulacs-q26-seed44-t16,qulacs,26,44,16,success,76.37797034100004,0.0,0.0,2178437120,9b9512289fb7ad4fb9bb418e3ddca1689621dbf3850086b5ad312cc75afb393b,,
qsim-q26-seed44-t16,qsim,26,44,16,success,2.2500593709999066,0.0,0.0,755314688,9b9512289fb7ad4fb9bb418e3ddca1689621dbf3850086b5ad312cc75afb393b,,
qsim-q28-seed42-t16,qsim,28,42,16,success,11.405825217000029,0.0,0.0,2368098304,2dd6a59174c3e0f02897461745d0acf02395e55852065d5ab23fcf54796ac61b,,
qulacs-q28-seed42-t16,qulacs,28,42,16,success,345.9085716280001,0.0,0.0,8621330432,2dd6a59174c3e0f02897461745d0acf02395e55852065d5ab23fcf54796ac61b,,
qiskit-q28-seed42-t16,qiskit,28,42,16,success,29.835382328999913,0.0,0.0,4449714176,2dd6a59174c3e0f02897461745d0acf02395e55852065d5ab23fcf54796ac61b,,
clifft-q28-seed42-t16,clifft,28,42,16,success,24.786127187999682,0.04218941099998119,24.7439377769997,4366520320,2dd6a59174c3e0f02897461745d0acf02395e55852065d5ab23fcf54796ac61b,,
clifft-q28-seed43-t16,clifft,28,43,16,success,24.662902521000433,0.04269735600018976,24.620205165000243,4367228928,d498bfde3eed1d45bc780e61b2310d8bbadb8e7c17625e88cd6c40999e5c287d,,
qiskit-q28-seed43-t16,qiskit,28,43,16,success,30.084502862000136,0.0,0.0,4449890304,d498bfde3eed1d45bc780e61b2310d8bbadb8e7c17625e88cd6c40999e5c287d,,
qulacs-q28-seed43-t16,qulacs,28,43,16,success,340.66884102300037,0.0,0.0,8621387776,d498bfde3eed1d45bc780e61b2310d8bbadb8e7c17625e88cd6c40999e5c287d,,
qsim-q28-seed43-t16,qsim,28,43,16,success,11.465380119000201,0.0,0.0,2367586304,d498bfde3eed1d45bc780e61b2310d8bbadb8e7c17625e88cd6c40999e5c287d,,
qsim-q28-seed44-t16,qsim,28,44,16,success,11.37449855900013,0.0,0.0,2367496192,5d7b6bfcf1dd4643b491782f328fe65d4515882c495e81beca7f48fde7bc56c3,,
qulacs-q28-seed44-t16,qulacs,28,44,16,success,344.94268546600006,0.0,0.0,8621240320,5d7b6bfcf1dd4643b491782f328fe65d4515882c495e81beca7f48fde7bc56c3,,
qiskit-q28-seed44-t16,qiskit,28,44,16,success,29.929575551999733,0.0,0.0,4449902592,5d7b6bfcf1dd4643b491782f328fe65d4515882c495e81beca7f48fde7bc56c3,,
