execution_id,campaign_id,hardware_epoch,campaign_run_id,result_id,placement,replica,case_id,pair_id,workload_id,workload_family,implementation_id,simulator_name,simulator_version,adapter,mode,batch_enabled,batch_size_effective,shots_per_call,cpu_model,instance_type,image_id,boot_id,repetition,sequence_index,started_at,duration_seconds,api_calls,attempted_shots,accepted_shots,discarded_shots,logical_errors,throughput_attempted_shots_per_second
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,distillation-color-code-85q-p5e-2--clifft-0.8.0,,distillation-color-code-85q-p5e-2,magic-state-distillation,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,0,10,2026-08-24T19:12:26.181244Z,30.102844897999717,164,16400000,1308792,15091208,551647,544799.0067241037
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,distillation-color-code-85q-p5e-2--clifft-0.8.0,,distillation-color-code-85q-p5e-2,magic-state-distillation,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,1,11,2026-08-24T19:12:56.286441Z,30.12027931399996,164,16400000,1307205,15092795,552356,544483.6626191993
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,distillation-color-code-85q-p5e-2--clifft-0.8.0,,distillation-color-code-85q-p5e-2,magic-state-distillation,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,2,12,2026-08-24T19:13:26.409874Z,30.130071352000186,164,16400000,1308783,15091217,551357,544306.7096789761
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,distillation-color-code-85q-p5e-2--clifft-0.8.0,,distillation-color-code-85q-p5e-2,magic-state-distillation,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,3,13,2026-08-24T19:13:56.543159Z,30.073795859999905,164,16400000,1308059,15091941,551945,545325.2418266581
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,distillation-color-code-85q-p5e-2--clifft-0.8.0,,distillation-color-code-85q-p5e-2,magic-state-distillation,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,4,14,2026-08-24T19:14:26.620169Z,30.076222007998922,164,16400000,1308306,15091694,552797,545281.2522675999
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,surface-code-d7-r7-p1e-3--clifft-0.8.0,,surface-code-d7-r7-p1e-3,surface-code-memory,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,0,15,2026-08-24T19:14:56.814048Z,30.01712409600043,134,13400000,1178815,12221185,0,446411.8533522489
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,surface-code-d7-r7-p1e-3--clifft-0.8.0,,surface-code-d7-r7-p1e-3,surface-code-memory,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,1,16,2026-08-24T19:15:26.834546Z,30.220095801000298,135,13500000,1188679,12311321,0,446722.6076613941
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,surface-code-d7-r7-p1e-3--clifft-0.8.0,,surface-code-d7-r7-p1e-3,surface-code-memory,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,2,17,2026-08-24T19:15:57.057770Z,30.012110104000612,134,13400000,1176650,12223350,0,446486.4334285439
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,surface-code-d7-r7-p1e-3--clifft-0.8.0,,surface-code-d7-r7-p1e-3,surface-code-memory,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,3,18,2026-08-24T19:16:27.072245Z,30.22324587599985,135,13500000,1185351,12314649,0,446676.0471521787
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,surface-code-d7-r7-p1e-3--clifft-0.8.0,,surface-code-d7-r7-p1e-3,surface-code-memory,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,4,19,2026-08-24T19:16:57.298568Z,30.00549251300049,134,13400000,1178343,12221657,0,446584.90422025824
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d3-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,0,20,2026-08-24T19:17:27.424002Z,30.024127965000844,412,41200000,40142279,1057721,1,1372229.6963304607
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d3-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,1,21,2026-08-24T19:17:57.451822Z,30.05218389600134,412,41200000,40142479,1057521,0,1370948.6186620188
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d3-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,2,22,2026-08-24T19:18:27.508203Z,30.024367536001364,412,41200000,40139724,1060276,0,1372218.74700935
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d3-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,3,23,2026-08-24T19:18:57.536879Z,30.0586061740006,412,41200000,40144814,1055186,1,1370655.7037776497
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d3-r1-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d3-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,4,24,2026-08-24T19:19:27.599809Z,30.00224854499868,411,41100000,40046409,1053591,0,1369897.32414077
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,0,25,2026-08-24T19:19:57.708266Z,30.26594984300084,98,9800000,3659226,6140774,0,323796.21491596114
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,1,26,2026-08-24T19:20:27.977341Z,30.25908654500006,98,9800000,3655805,6144195,0,323869.65764567436
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,2,27,2026-08-24T19:20:58.239331Z,30.2629472110018,98,9800000,3657505,6142495,0,323828.34135986946
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,3,28,2026-08-24T19:21:28.505319Z,30.258267525000974,98,9800000,3656457,6143543,0,323878.42403411644
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d3-r3-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d3-r3-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,4,29,2026-08-24T19:21:58.766860Z,30.26560547499946,98,9800000,3659452,6140548,0,323799.8991328679
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,10000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,0,30,2026-08-24T19:22:29.137867Z,30.310869777999528,44,440000,408435,31565,0,14516.244608703517
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,10000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,1,31,2026-08-24T19:22:59.450922Z,30.31884967200017,44,440000,408983,31017,0,14512.423946161302
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,10000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,2,32,2026-08-24T19:23:29.772703Z,30.30926843899897,44,440000,408764,31236,0,14517.011549967056
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,10000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,3,33,2026-08-24T19:24:00.084794Z,30.31441185599965,44,440000,408597,31403,0,14514.54846262893
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d5-r1-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r1-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,10000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,4,34,2026-08-24T19:24:30.402093Z,30.312425430999383,44,440000,408498,31502,0,14515.499625774864
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,1,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,0,35,2026-08-24T19:25:02.370418Z,30.253422653002644,195,195,1,194,0,6.445551706218149
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,1,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,1,36,2026-08-24T19:25:32.626901Z,30.143246527997917,193,193,3,190,0,6.402760891091676
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,1,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,2,37,2026-08-24T19:26:02.773988Z,30.060693212996966,178,178,3,175,0,5.921353800418693
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,1,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,3,38,2026-08-24T19:26:32.838367Z,30.131089453000186,194,194,0,194,0,6.438532543027023
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,87f86b53-a447-479c-8572-adf64b362431,1,1,coherent-surface-d5-r5-p1e-3-rz2e-2--clifft-0.8.0,,coherent-surface-d5-r5-p1e-3-rz2e-2,coherent-noise-surface-code,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,1,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,1b278a28-9935-4699-80c1-f2b5a60ada49,4,39,2026-08-24T19:27:02.973315Z,30.07105163400024,191,191,2,189,0,6.351623558919478
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,422f6ad8-61f5-464d-9444-249b3b7d1869,2,1,msc-d3-inject-cultivate-p1e-3--clifft-0.8.0,,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,8d0d29ac-0568-47e1-ac63-2f8ea1b47b4f,0,0,2026-08-24T21:16:36.113986Z,30.058969509,332,33200000,22804803,10395197,24,1104495.6145306157
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,422f6ad8-61f5-464d-9444-249b3b7d1869,2,1,msc-d3-inject-cultivate-p1e-3--clifft-0.8.0,,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,8d0d29ac-0568-47e1-ac63-2f8ea1b47b4f,1,1,2026-08-24T21:17:06.175840Z,30.018950509000014,332,33200000,22795780,10404220,19,1105968.0447538055
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,422f6ad8-61f5-464d-9444-249b3b7d1869,2,1,msc-d3-inject-cultivate-p1e-3--clifft-0.8.0,,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,8d0d29ac-0568-47e1-ac63-2f8ea1b47b4f,2,2,2026-08-24T21:17:36.197570Z,30.034593391999906,332,33200000,22796238,10403762,29,1105392.0246792233
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,422f6ad8-61f5-464d-9444-249b3b7d1869,2,1,msc-d3-inject-cultivate-p1e-3--clifft-0.8.0,,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,8d0d29ac-0568-47e1-ac63-2f8ea1b47b4f,3,3,2026-08-24T21:18:06.235592Z,30.04769499299998,332,33200000,22805503,10394497,21,1104910.0441060252
current-tools-v1-20260824-r1,current-tools-v1,aws-m7a-xlarge-ubuntu2404-v1,clifft-0.8.0,422f6ad8-61f5-464d-9444-249b3b7d1869,2,1,msc-d3-inject-cultivate-p1e-3--clifft-0.8.0,,msc-d3-inject-cultivate-p1e-3,magic-state-cultivation,clifft-0.8.0,Clifft,0.8.0,clifft,throughput,false,1,100000,AMD EPYC 9R14,m7a.xlarge,ami-0f8a61b66d1accaee,8d0d29ac-0568-47e1-ac63-2f8ea1b47b4f,4,4,2026-08-24T21:18:36.286787Z,30.037243308000086,332,33200000,22798805,10401195,25,1105294.5058762282
