execution_id,campaign_id,hardware_epoch,placement,replica,result_id,case_id,sequence_index,phase,run_id,simulator_name,simulator_version,distribution_version,simulator_commit,adapter,qubits,depth,seed,threads_requested,threads_effective,cpu_set,status,execution_seconds,compile_seconds,sample_seconds,peak_rss_bytes,error_type,error_message,cpu_model,instance_type,image_id,boot_id
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qulacs-current--q6-seed44-t16,10,current-tools,qulacs-current,Qulacs,0.6.14,0.6.14,,qulacs,6,6,44,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.00010816400003932358,0.0,0.0,27987968,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qsim-current--q6-seed44-t16,11,current-tools,qsim-current,qsim,0.22.0,0.22.0,,qsim,6,6,44,16,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.016274524000039037,0.0,0.0,194666496,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qsim-current--q8-seed42-t16,12,current-tools,qsim-current,qsim,0.22.0,0.22.0,,qsim,8,8,42,16,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.0276161269999875,0.0,0.0,194797568,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qulacs-current--q8-seed42-t16,13,current-tools,qulacs-current,Qulacs,0.6.14,0.6.14,,qulacs,8,8,42,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.0002729590000285498,0.0,0.0,28000256,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qiskit-aer-current--q8-seed42-t16,14,current-tools,qiskit-aer-current,Qiskit Aer,0.17.2,0.17.2,,qiskit,8,8,42,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.004050995000000057,0.0,0.0,110276608,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,clifft-0.9.0-current--q8-seed42-t16,15,current-tools,clifft-0.9.0-current,Clifft,0.9.0,0.9.0,87175b513b8d944955102230b9c7931be1570ef2,clifft,8,8,42,16,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.0050532349999912185,0.0049585460000116655,9.468899997955305e-05,34897920,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,clifft-0.9.0-current--q8-seed43-t16,16,current-tools,clifft-0.9.0-current,Clifft,0.9.0,0.9.0,87175b513b8d944955102230b9c7931be1570ef2,clifft,8,8,43,16,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.0016491829999836227,0.0015506020000088938,9.858099997472891e-05,34287616,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qiskit-aer-current--q8-seed43-t16,17,current-tools,qiskit-aer-current,Qiskit Aer,0.17.2,0.17.2,,qiskit,8,8,43,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.0049143979999826115,0.0,0.0,110551040,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qulacs-current--q8-seed43-t16,18,current-tools,qulacs-current,Qulacs,0.6.14,0.6.14,,qulacs,8,8,43,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.00027280400001927774,0.0,0.0,28000256,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qsim-current--q8-seed43-t16,19,current-tools,qsim-current,qsim,0.22.0,0.22.0,,qsim,8,8,43,16,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.027648027999987335,0.0,0.0,194445312,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qsim-current--q8-seed44-t16,20,current-tools,qsim-current,qsim,0.22.0,0.22.0,,qsim,8,8,44,16,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.027696724000009,0.0,0.0,194715648,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qulacs-current--q8-seed44-t16,21,current-tools,qulacs-current,Qulacs,0.6.14,0.6.14,,qulacs,8,8,44,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.00027734799999734605,0.0,0.0,28000256,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qiskit-aer-current--q8-seed44-t16,22,current-tools,qiskit-aer-current,Qiskit Aer,0.17.2,0.17.2,,qiskit,8,8,44,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.0028261919999863494,0.0,0.0,108326912,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,clifft-0.9.0-current--q8-seed44-t16,23,current-tools,clifft-0.9.0-current,Clifft,0.9.0,0.9.0,87175b513b8d944955102230b9c7931be1570ef2,clifft,8,8,44,16,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.0013493760000073962,0.0012665250000054584,8.285100000193779e-05,33808384,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,clifft-0.9.0-current--q10-seed42-t16,24,current-tools,clifft-0.9.0-current,Clifft,0.9.0,0.9.0,87175b513b8d944955102230b9c7931be1570ef2,clifft,10,10,42,16,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.0077199200000563906,0.007548920000033377,0.00017100000002301385,36454400,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qiskit-aer-current--q10-seed42-t16,25,current-tools,qiskit-aer-current,Qiskit Aer,0.17.2,0.17.2,,qiskit,10,10,42,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.007172277999984544,0.0,0.0,110866432,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qulacs-current--q10-seed42-t16,26,current-tools,qulacs-current,Qulacs,0.6.14,0.6.14,,qulacs,10,10,42,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.0016638980000038828,0.0,0.0,28000256,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qsim-current--q10-seed42-t16,27,current-tools,qsim-current,qsim,0.22.0,0.22.0,,qsim,10,10,42,16,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.04212257299997191,0.0,0.0,195174400,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qsim-current--q10-seed43-t16,28,current-tools,qsim-current,qsim,0.22.0,0.22.0,,qsim,10,10,43,16,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.04253825199998573,0.0,0.0,195420160,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qulacs-current--q10-seed43-t16,29,current-tools,qulacs-current,Qulacs,0.6.14,0.6.14,,qulacs,10,10,43,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.0018049489999611978,0.0,0.0,28000256,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qiskit-aer-current--q10-seed43-t16,30,current-tools,qiskit-aer-current,Qiskit Aer,0.17.2,0.17.2,,qiskit,10,10,43,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.006916352000018833,0.0,0.0,110829568,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,clifft-0.9.0-current--q10-seed43-t16,31,current-tools,clifft-0.9.0-current,Clifft,0.9.0,0.9.0,87175b513b8d944955102230b9c7931be1570ef2,clifft,10,10,43,16,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.0038701680000485794,0.003719970000020112,0.0001501980000284675,35979264,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,clifft-0.9.0-current--q10-seed44-t16,32,current-tools,clifft-0.9.0-current,Clifft,0.9.0,0.9.0,87175b513b8d944955102230b9c7931be1570ef2,clifft,10,10,44,16,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.006192703000010624,0.00605984100002388,0.0001328619999867442,35172352,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qiskit-aer-current--q10-seed44-t16,33,current-tools,qiskit-aer-current,Qiskit Aer,0.17.2,0.17.2,,qiskit,10,10,44,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.0057670659999757845,0.0,0.0,110587904,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qulacs-current--q10-seed44-t16,34,current-tools,qulacs-current,Qulacs,0.6.14,0.6.14,,qulacs,10,10,44,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.0016129190000242488,0.0,0.0,28000256,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qsim-current--q10-seed44-t16,35,current-tools,qsim-current,qsim,0.22.0,0.22.0,,qsim,10,10,44,16,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.043026557000018784,0.0,0.0,195186688,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qsim-current--q12-seed42-t16,36,current-tools,qsim-current,qsim,0.22.0,0.22.0,,qsim,12,12,42,16,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.060601221000013084,0.0,0.0,196194304,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qulacs-current--q12-seed42-t16,37,current-tools,qulacs-current,Qulacs,0.6.14,0.6.14,,qulacs,12,12,42,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.005579252000018187,0.0,0.0,28000256,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qiskit-aer-current--q12-seed42-t16,38,current-tools,qiskit-aer-current,Qiskit Aer,0.17.2,0.17.2,,qiskit,12,12,42,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.013700499999970361,0.0,0.0,113311744,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,clifft-0.9.0-current--q12-seed42-t16,39,current-tools,clifft-0.9.0-current,Clifft,0.9.0,0.9.0,87175b513b8d944955102230b9c7931be1570ef2,clifft,12,12,42,16,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.008905666999964978,0.008500072000003911,0.0004055949999610675,37216256,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,clifft-0.9.0-current--q12-seed43-t16,40,current-tools,clifft-0.9.0-current,Clifft,0.9.0,0.9.0,87175b513b8d944955102230b9c7931be1570ef2,clifft,12,12,43,16,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.011131350000027851,0.010645472000021527,0.0004858780000063234,38150144,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qiskit-aer-current--q12-seed43-t16,41,current-tools,qiskit-aer-current,Qiskit Aer,0.17.2,0.17.2,,qiskit,12,12,43,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.015767227000026196,0.0,0.0,113147904,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qulacs-current--q12-seed43-t16,42,current-tools,qulacs-current,Qulacs,0.6.14,0.6.14,,qulacs,12,12,43,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.005475789999991321,0.0,0.0,28000256,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qsim-current--q12-seed43-t16,43,current-tools,qsim-current,qsim,0.22.0,0.22.0,,qsim,12,12,43,16,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.06116174999999657,0.0,0.0,195858432,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qsim-current--q12-seed44-t16,44,current-tools,qsim-current,qsim,0.22.0,0.22.0,,qsim,12,12,44,16,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.06082095499999696,0.0,0.0,195850240,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qulacs-current--q12-seed44-t16,45,current-tools,qulacs-current,Qulacs,0.6.14,0.6.14,,qulacs,12,12,44,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.0054990909999901305,0.0,0.0,28000256,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,qiskit-aer-current--q12-seed44-t16,46,current-tools,qiskit-aer-current,Qiskit Aer,0.17.2,0.17.2,,qiskit,12,12,44,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.01343172100001766,0.0,0.0,113422336,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
qv-multicore-v1-2026082,qv-multicore-v1,aws-c8i-8xlarge-ubuntu2404-v1,1,1,4da543ee-7b30-47b3-a058-f6720f4deb05,clifft-0.9.0-current--q12-seed44-t16,47,current-tools,clifft-0.9.0-current,Clifft,0.9.0,0.9.0,87175b513b8d944955102230b9c7931be1570ef2,clifft,12,12,44,16,16,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",success,0.005713261999972019,0.005404737999981535,0.0003085239999904843,37167104,,,Intel(R) Xeon(R) 6975P-C,c8i.8xlarge,ami-0f8a61b66d1accaee,f9811930-82aa-4e3e-a686-48611cf5212d
